"","Player","GP","G","A","P.2","whkye","season","year","type","age","P","league","GP_m1","G_m1","A_m1","P_m1","whkye_m1","league_m1"
"1264","Mikyla Grant-Mentis","35","12","22","34",0.44,"2018-19",2018,"whkye",20,"F","other",NA,NA,NA,NA,NA,NA
"1265","Mikyla Grant-Mentis","34","15","8","23",0.28,"2017-18",2017,"whkye",19,"F","other",35,12,22,34,0.44,"2018-19"
"1266","Mikyla Grant-Mentis","35","9","18","27",0.34,"2016-17",2016,"whkye",18,"F","other",34,15,8,23,0.28,"2017-18"
"1267","Mikyla Grant-Mentis","37","21","28","49",0.13,"2015-16",2015,"whkye",17,"F","other",35,9,18,27,0.34,"2016-17"
"1268","Mikyla Grant-Mentis","38","5","20","25",0.06,"2014-15",2014,"whkye",16,"F","other",37,21,28,49,0.13,"2015-16"
"1269","Mikyla Grant-Mentis","2","0","0","0",0,"2013-14",2013,"whkye",15,"F","other",38,5,20,25,0.06,"2014-15"
"1270","Nicole Arnold","28","0","3","3",0.05,"2016-17",2016,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1271","Nicole Arnold","35","2","4","6",0.07,"2015-16",2015,"whkye",20,"F","other",28,0,3,3,0.05,"2016-17"
"1272","Brinna Dochniak","25","1","0","1",0.02,"2018-19",2018,"whkye",21,"D","other",NA,NA,NA,NA,NA,NA
"1273","Brinna Dochniak","35","1","0","1",0.01,"2017-18",2017,"whkye",20,"D","other",25,1,0,1,0.02,"2018-19"
"1274","Brinna Dochniak","33","1","2","3",0.04,"2016-17",2016,"whkye",19,"D","other",35,1,0,1,0.01,"2017-18"
"1275","Brinna Dochniak","36","1","3","4",0.05,"2015-16",2015,"whkye",18,"D","other",33,1,2,3,0.04,"2016-17"
"1276","Rose Alleva","13","0","1","1",0.05,"2018-19",2018,"whkye",26,"D","other",NA,NA,NA,NA,NA,NA
"1277","Rose Alleva","28","1","3","4",0.08,"2017-18",2017,"whkye",25,"D","other",13,0,1,1,0.05,"2018-19"
"1278","Rose Alleva","29","6","10","16",0.28303378345,"2013-14",2013,"whkye",21,"D","other",28,1,3,4,0.08,"2017-18"
"1279","Rose Alleva","29","1","10","11",0.21008142148,"2012-13",2012,"whkye",20,"D","other",29,6,10,16,0.28303378345,"2013-14"
"1280","Rose Alleva","26","2","6","8",0.19779360373,"2011-12",2011,"whkye",19,"D","other",29,1,10,11,0.21008142148,"2012-13"
"1281","Rose Alleva","31","0","4","4",0.05356585182,"2010-11",2010,"whkye",18,"D","other",26,2,6,8,0.19779360373,"2011-12"
"1282","Bulbul Kartanbay","7","0","0","0",0,"2016-17",2016,"whkye",23,"F","other",NA,NA,NA,NA,NA,NA
"1283","Marie-Jo Pelletier","36","3","12","15",0.19,"2018-19",2018,"whkye",20,"D","other",NA,NA,NA,NA,NA,NA
"1284","Marie-Jo Pelletier","36","2","8","10",0.12,"2017-18",2017,"whkye",19,"D","other",36,3,12,15,0.19,"2018-19"
"1285","Marie-Jo Pelletier","35","8","11","19",0.24,"2016-17",2016,"whkye",18,"D","other",36,2,8,10,0.12,"2017-18"
"1286","Marie-Jo Pelletier","36","0","8","8",0.09,"2015-16",2015,"whkye",17,"D","other",35,8,11,19,0.24,"2016-17"
"1287","Jayne Lewis","31","19","18","37",0.53,"2018-19",2018,"whkye",20,"F","other",NA,NA,NA,NA,NA,NA
"1288","Jayne Lewis","34","19","24","43",0.53,"2017-18",2017,"whkye",19,"F","other",31,19,18,37,0.53,"2018-19"
"1289","Jayne Lewis","29","9","15","24",0.37,"2016-17",2016,"whkye",18,"F","other",34,19,24,43,0.53,"2017-18"
"1290","Haley Payne","32","16","10","26",0.36,"2018-19",2018,"whkye",21,"F","other",NA,NA,NA,NA,NA,NA
"1291","Haley Payne","33","6","11","17",0.22,"2017-18",2017,"whkye",20,"F","other",32,16,10,26,0.36,"2018-19"
"1292","Haley Payne","25","6","2","8",0.14,"2016-17",2016,"whkye",19,"F","other",33,6,11,17,0.22,"2017-18"
"1293","Haley Payne","27","4","5","9",0.14,"2015-16",2015,"whkye",18,"F","other",25,6,2,8,0.14,"2016-17"
"1294","Abby Niewchas","23","3","10","13",0.07189707597,"2013-14",2013,"whkye",NA,"D","other",NA,NA,NA,NA,NA,NA
"1295","Abby Niewchas","23","4","5","9",0.04,"2014-15",2014,"whkye",NA,"D","other",23,3,10,13,0.07189707597,"2013-14"
"1296","Abby Niewchas","27","1","5","6",0.09,"2015-16",2015,"whkye",NA,"D","other",23,4,5,9,0.04,"2014-15"
"1297","Abby Niewchas","28","1","5","6",0.09,"2016-17",2016,"whkye",NA,"D","other",27,1,5,6,0.09,"2015-16"
"1298","Abby Niewchas","27","1","4","5",0.08,"2017-18",2017,"whkye",NA,"D","other",28,1,5,6,0.09,"2016-17"
"1299","Abby Niewchas","29","1","7","8",0.13,"2018-19",2018,"whkye",NA,"D","other",27,1,4,5,0.08,"2017-18"
"1300","Katelynn Russ","33","5","6","11",0.15,"2018-19",2018,"whkye",20,"F","other",NA,NA,NA,NA,NA,NA
"1301","Katelynn Russ","34","16","8","24",0.3,"2017-18",2017,"whkye",19,"F","other",33,5,6,11,0.15,"2018-19"
"1302","Katelynn Russ","34","4","5","9",0.11,"2016-17",2016,"whkye",18,"F","other",34,16,8,24,0.3,"2017-18"
"1303","Katelynn Russ","10","13","8","21",0.28,"2014-15",2014,"whkye",16,"F","other",34,4,5,9,0.11,"2016-17"
"1304","Katelynn Russ","12","17","11","28",0.33661537727,"2013-14",2013,"whkye",15,"F","other",10,13,8,21,0.28,"2014-15"
"1305","Katelynn Russ","14","12","11","23",0.24237435688,"2012-13",2012,"whkye",14,"F","other",12,17,11,28,0.33661537727,"2013-14"
"1306","Whitney Renn","16","2","9","11",0.09,"2018-19",2018,"whkye",22,"F|D","other",NA,NA,NA,NA,NA,NA
"1307","Whitney Renn","32","5","7","12",0.16,"2017-18",2017,"whkye",21,"F|D","other",16,2,9,11,0.09,"2018-19"
"1308","Whitney Renn","36","4","5","9",0.11,"2016-17",2016,"whkye",20,"F|D","other",32,5,7,12,0.16,"2017-18"
"1309","Whitney Renn","30","0","4","4",0.06,"2015-16",2015,"whkye",19,"F|D","other",36,4,5,9,0.11,"2016-17"
"1310","Whitney Renn","33","1","8","9",0.13,"2014-15",2014,"whkye",18,"F|D","other",30,0,4,4,0.06,"2015-16"
